AlK12,CaK12,CrK12,CuK12,FeK12,KK12,MnK12,NiK12,SiK12,TiK12,VK12,ZnK12,BrK12,PbL1,PdK12,RbK12,SnK12,SrK12,ZrK12
0.061678312520615994,0.15421779866827978,-0.4194135608316222,-1.1734754703697627,-2.156112401803908,-0.1464742857812081,-0.2320520379457681,0.2106046622804688,-0.24864539611704015,-1.1165772418611686,0.08930037380954642,1.483844248792622,-0.5133353824904531,-1.6651879725335377,0.6776598208621547,0.26048643578405245,0.8194789543203275,-0.3318404190753901,-1.7667089510818779
-0.5886512267874056,-0.5805177210268422,-0.7423915131503025,-0.25265242503755764,-0.47189944628129143,0.1447555387431672,-0.27798702639342404,0.5949003969740859,-0.6381948372311235,-0.32036896880405963,-0.17913477780969148,0.5237503953448388,-0.7480943337299233,-0.29137326973891736,-0.1481957189015387,0.454819778179276,-0.6154488059084496,-0.26741611680396565,1.2526376287679035
-0.5421153259381937,-0.04132953566904763,0.8282522092451905,-0.019548585359293286,1.3509825128903243,-0.16906682959869507,0.052371978170760725,0.9105943968060349,-1.1702284151931408,-0.053672315504870394,0.6666079120171842,-1.1294876382785,1.352480862744515,1.2812985050505519,-0.2752624649594906,1.1711271593996437,-0.07831039663546165,0.6187609906757677,-0.3196900747157492
0.08930624909214477,-0.040194117157223444,1.0523589765062726,0.6276708815960345,0.27734311414082957,0.03291780128441922,-0.8117914943605828,1.1770474275412235,0.48638281610875694,0.3697548808854739,1.311657314039255,0.37236793337838797,1.0566852896231986,0.26759522874467234,-0.4587520589259627,0.4113884456173898,0.48885028469804875,0.3786479166617656,0.2499285322044747
0.828474299750143,-0.2427478948996899,0.8674937008434331,1.5611797126486104,-0.06424601701541378,0.929647753020385,-0.8482501124703978,0.16152139587806558,0.885911914608664,1.4065177222102578,2.0937263570924727,0.263435022653434,0.7373184861932611,0.5569043976871153,-0.015774865481761897,0.8975243917839439,0.4339652071828883,0.08632311101248322,2.4468586041567937
-0.3217142956701617,1.1414877741526752,-0.24740649793852504,1.6504684251174493,1.3907036002857505,-0.10923379338195775,0.06338266229594827,0.8250662081509677,-0.5432456103113694,1.6064443425811303,0.8712876080546894,0.7019767283368722,1.306944613627022,1.4724388443153562,-0.46048754956278926,0.8339256225560513,-0.04091489095691938,1.8203020853956944,-0.14053799326442035
0.02906451689722983,0.17490214526486875,-0.5732899064486344,0.473714052254851,1.349169407469429,-0.1223183982276805,1.3138506364998146,1.504715216060776,-0.4164673814738487,0.10784271240006059,0.82104311674479,1.8368875954115824,1.2085623699868384,1.3238771070310795,-0.5609061949400621,0.5802803240298741,-0.3028580856043975,-0.18926715654676732,-0.23028770217984287
-0.02253037636747974,0.11134768323127174,0.5628933949747658,1.4092474080018664,1.261453685779711,0.18974824951087801,0.322174337888627,1.1132896307192628,-0.18932967406400983,0.4475689310604635,0.4058406488379369,0.2688420755323361,1.312990468802147,1.0380974516443147,-0.27170815407439514,0.7617605342498165,0.7163647101328571,-0.1028894445875441,0.012177267589834973
0.4146990788879577,-0.4138637494294832,0.07934188997325374,0.3034996640003552,-0.111279521190339,0.9616449341643144,-0.6654367975489411,0.4194355154992347,0.5230039531904651,1.0437423985266343,1.008424831387611,1.0806197717865682,1.4117586474141761,0.309592858334083,-0.2668097247669041,1.0711337303413149,-0.4805960621908234,-0.72232826120109,1.1370834036952309
-0.006965108972179337,-0.47488093465475884,-0.326350313964554,0.661745673869767,-0.42681483606234644,0.6427260579251853,-0.3960213454263464,1.2155963839988788,0.2164334990238325,0.4210576448328787,0.47120377399862756,-0.5989152986597563,-0.1354750401281886,-0.16428990601453788,-0.39098570086539447,1.3168959992945515,0.20619463671105762,-0.2612530950985482,0.4126389773904602
0.21897980363576117,-0.519508104039806,0.4535667905245979,0.18587506939572532,1.0524158332056974,0.2665891596836512,0.19027093249432614,1.587346249901189,-0.5734879227902944,-0.005890445230908345,0.6316586156851339,0.3606455869828607,1.4190787129633977,0.5916773704656204,-0.6158807538435933,0.645621025377361,-0.29225248619850164,-0.8970572368038481,-0.7100008231190726
-0.4581543819624771,-0.026058174288087245,-0.9696375381932463,0.8559634122165772,0.1886196512895998,-0.7319536173632444,0.10854937114085862,0.9553484378764732,-0.5842265253181314,-0.5838938204257018,0.5272979179792177,-0.33809614671615423,1.0717976440656276,0.5484284410189292,-0.35371622539863556,0.4726727098556721,0.37033973523143104,0.9268721245259003,0.24395751339988106
-0.040085182717510506,-1.1461058390992178,0.563924409986987,0.1722217601577613,0.2194125653161093,-0.058929878220306084,2.013750467084225,0.6669128909605606,-0.4206279418611649,-0.9742834699950095,1.380254357744056,2.1437952012876873,-1.3978803141980312,0.9935496119407352,-0.09355373662562344,0.4188837857437804,2.7549765782236104,-1.2749792260696111,-0.14163974337991797
0.45386505134744604,-0.9345180390657207,1.8607651475177183,0.22297084178006552,0.9006237796685697,0.7278010739083051,0.5534526526510094,1.1190686469924114,0.3670550148495257,-0.32701705355823446,0.3454512325860357,0.13120202908868564,-1.3192029631372886,1.569471080761294,-0.36848558822041677,0.2882303439643463,0.8561603089512483,-1.1265862288757327,-0.0010852316167921693
0.48336747931475016,-0.6248575641778137,-0.05471784406799268,-1.82688372461935,-0.7586370242695037,0.145778671831123,-0.25702995217704117,0.021538026198407386,0.32425324505856956,-0.15517856737780095,-0.22507007856814928,-0.5389904306174607,-1.0221442072248148,-0.6353505285288976,-0.24028749315339712,1.231722844750692,0.5770325924913939,-0.4723433102336989,0.2928134713066783
-0.31268593234895525,-1.275339984365079,1.990593379575669,-1.6288111525808104,-0.4093156332927927,0.18499754456055484,-1.3760828896630306,0.05451365227161807,-1.3211695917854684,-0.8725354619190523,0.49940087236000646,-1.0847238298576762,-1.4976301239826275,0.10575844334120856,-0.08691661957812358,0.763709437153696,1.4709687716039008,-1.082644540869065,-0.13940575099043137
1.0156941416720546,0.04554853890927695,-0.2717993498351338,-0.3774458325277154,-0.6428159095179966,0.9874873835301967,-0.8752151584502417,0.4572949749750727,1.5423799145631036,0.7038522409331225,-0.32861714225743854,-0.6441242134049158,-1.531008113345217,-1.1134883163500282,0.040945583088341085,0.30805238084678643,1.169197114833058,-0.18559344230229724,2.3603539658644435
-0.1823457766973701,-1.1630019231550441,0.5307583906944572,-1.3131398157274268,1.7855570116441895,0.6341961295845289,-0.8397507262232373,0.1971428081554485,-1.1092148118602905,-0.7535629315126582,0.8910257341127019,-0.843428931590166,-1.9250529438689044,1.4779793385899773,-0.4701072868002323,0.6129956086536457,-0.7677228714059597,-1.2823514937600284,-0.033677734585607494
-0.2016788208867641,-1.4060525851201444,0.8076754598082916,-1.7847385074727917,-0.3348023617127006,0.17517619168898269,-1.3179074684145828,-0.9292902629906581,-1.2368837001290616,-1.4001531176856143,-0.09775281816605699,-1.4384800616718771,-1.6963830344795714,0.9179536144467725,-0.04833620333691497,0.9201562523490959,-0.8109562803530168,-1.2316105114128253,1.9744192161620018
0.4845656584129695,-1.1626958873695235,1.0447040274699295,-1.06128643143474,0.7115061784732906,0.9890332285438148,-1.1852754440518911,0.2834084319069083,-0.386985486995081,-0.6104291987888675,0.357180430517137,-1.2970251158543495,-1.4478564233996671,1.551805361417246,-0.0028454138944953543,1.07162710045574,1.787201926957254,-1.1401093221781144,-0.031246922885373406
0.2053088225708549,-1.2572204400873566,1.5106035432409097,-0.9021275638572165,0.7236918154170716,0.7344294677409656,-1.1248810258399802,0.8639993536739144,-0.38256710685192175,-0.7086647402955748,0.6138262923430549,-1.4357057102047448,-1.5180547709932413,0.5694604243902954,-0.33292792787008724,0.6753020017782784,-0.8781983740902186,-1.2548551900117786,-0.6220827055140298
0.08720913304184416,-0.4558820540151201,-1.3157927863289456,1.1558390184096852,-1.034089050400749,-0.40305572555990643,-0.48495568515762505,-0.011080589748200203,-0.1079254222694637,0.1449488064842452,0.16368741406511222,-0.5487446765098418,0.7562390504828193,-0.6323480935545838,0.8985609902992131,-0.4338989970041681,-1.333542806976422,-0.7979942491509672,-0.6636944047517455
-1.220846860220321,0.3973590527606053,-1.1885005905298693,0.20308370462921416,-1.2882279464544206,-1.2758763060878633,-0.23508370996999964,-1.1701702401041691,-0.347316226598083,-0.62257412288357,-0.6490903807835559,1.0628030169744762,0.21561708020286202,-1.3917802397962582,1.3847631461445409,-1.5093418485658534,2.0860796107814803,0.21475200894759464,-0.7017187044420033
-0.2749986072742313,-0.010601097365701286,0.7311688593576788,0.8334540082704468,-1.220043195167453,-0.583374087134671,0.11212796269361713,0.07365119194982699,0.5970902663356102,-0.3704447272448637,0.15896953672852981,0.38341100851481263,0.3069558761046987,-0.5346116127974108,0.8913117639624333,-0.832269585375604,0.4235249706073491,-0.005778629523199057,-0.11540514049515617
